Achievement,Benevolence,Conformity,Economic,Hedonism,Individualism,Indulgence,Long Term Orientation,Masculinity,Political,Power Distance,Scientific Understanding,Security,Self-Direction,Stimulation,Tradition,Uncertainty Avoidance,Universalism
0.18181818181818182,0.5,0.0,-0.6,0.3333333333333333,0.38461538461538464,0.0,-0.5,-0.5,-0.6,0.5,1.0,0.6,0.5,-0.3333333333333333,-0.25,0.047619047619047616,0.3333333333333333
0.36363636363636365,0.5,0.5,-0.1,-1.0,0.23076923076923078,0.0,0.0,0.5,-0.2,0.0,0.3333333333333333,0.2,1.0,-0.3333333333333333,-0.25,0.23809523809523808,0.3333333333333333
0.8181818181818182,0.5,-0.5,-0.4,-1.0,0.38461538461538464,0.0,0.0,1.0,-0.5,0.0,1.0,0.6,1.0,-0.3333333333333333,-0.75,-0.047619047619047616,0.3333333333333333
0.6363636363636364,0.5,0.0,0.4,1.0,0.6923076923076923,0.5,0.0,0.0,-0.2,0.0,1.0,1.0,1.0,0.3333333333333333,-0.75,0.14285714285714285,0.6666666666666666
0.36363636363636365,-1.0,-1.0,-0.8,-1.0,0.6923076923076923,0.0,-0.5,1.0,-0.6,0.0,-1.0,-0.6,-1.0,0.3333333333333333,-1.0,-0.5238095238095238,-1.0
0.5454545454545454,-0.5,0.0,-0.1,-0.3333333333333333,0.6923076923076923,0.5,0.0,1.0,-0.4,0.5,1.0,0.6,0.5,-1.0,-1.0,0.14285714285714285,0.0
0.7272727272727273,1.0,0.5,-0.1,-1.0,0.23076923076923078,0.0,-0.5,0.0,-0.2,0.5,1.0,1.0,0.5,-0.3333333333333333,-0.5,0.5238095238095238,0.3333333333333333
0.8181818181818182,1.0,0.5,0.0,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.2,0.0,1.0,1.0,1.0,-0.3333333333333333,-0.25,0.5238095238095238,1.0
0.6363636363636364,1.0,0.5,-0.5,0.3333333333333333,0.5384615384615384,0.0,0.0,-0.5,-0.1,0.5,1.0,1.0,1.0,-0.3333333333333333,0.25,0.23809523809523808,1.0
0.6363636363636364,1.0,0.5,0.1,-1.0,0.38461538461538464,0.0,0.0,0.0,-0.4,0.5,1.0,0.6,0.5,-0.3333333333333333,0.0,0.3333333333333333,0.0
0.5454545454545454,1.0,0.5,-0.3,1.0,0.23076923076923078,0.0,0.5,0.0,-0.6,0.0,1.0,0.2,0.5,-0.3333333333333333,-0.5,0.3333333333333333,0.6666666666666666
0.45454545454545453,0.5,0.5,0.4,-1.0,0.38461538461538464,0.0,0.5,0.0,0.0,0.5,0.3333333333333333,0.2,0.5,-0.3333333333333333,-0.25,0.3333333333333333,0.0
0.5454545454545454,0.5,0.5,0.0,-0.3333333333333333,0.23076923076923078,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.6,0.5,-1.0,-0.25,0.23809523809523808,0.6666666666666666
1.0,0.0,0.0,0.1,-1.0,-0.23076923076923078,0.5,0.0,0.0,0.2,0.5,1.0,0.6,1.0,-0.3333333333333333,-0.5,-0.14285714285714285,0.6666666666666666
0.8181818181818182,1.0,-0.5,0.2,0.3333333333333333,0.23076923076923078,0.5,1.0,0.0,0.2,0.5,1.0,0.2,1.0,-0.3333333333333333,-0.75,0.14285714285714285,-0.3333333333333333
0.7272727272727273,-1.0,-0.5,-0.7,-0.3333333333333333,0.38461538461538464,0.0,1.0,1.0,-0.4,0.5,1.0,0.2,0.5,0.3333333333333333,-1.0,-0.23809523809523808,-0.3333333333333333
0.8181818181818182,0.5,0.0,-0.3,-1.0,0.07692307692307693,0.5,0.5,0.5,0.2,0.0,1.0,0.6,0.0,0.3333333333333333,-1.0,0.23809523809523808,0.3333333333333333
0.7272727272727273,1.0,0.5,0.0,-1.0,0.23076923076923078,0.5,0.0,0.5,0.1,0.5,1.0,1.0,1.0,0.3333333333333333,-0.25,-0.047619047619047616,0.6666666666666666
0.09090909090909091,1.0,0.5,-0.3,0.3333333333333333,0.6923076923076923,0.0,0.0,-0.5,-0.4,0.0,1.0,0.6,1.0,0.3333333333333333,-0.25,0.047619047619047616,0.0
0.6363636363636364,1.0,0.0,-0.4,1.0,0.5384615384615384,0.0,0.5,0.0,-0.2,1.0,0.3333333333333333,0.6,0.5,-1.0,-0.5,0.14285714285714285,0.3333333333333333
